fileNumber,time,latitude,longitude,pres,temp,psal,doxy,turbidity,chla,nitrate,model_temp,model_salt
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,139.96,15.592,35.619,,,,,15.831778,35.630047
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,141.96,15.52,35.608,,,,,15.831778,35.630047
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,143.96,15.486,35.603,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,146.0,15.458,35.599,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,148.04,15.434,35.596,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,150.04,15.401,35.594,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,152.04,15.332,35.587,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,154.08,15.283,35.578,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,156.0,15.25,35.574,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,157.96,15.224,35.571,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,159.96,15.158,35.564,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,162.0,15.136,35.558,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,164.0,15.115,35.556,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,166.04,15.065,35.55,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,168.0,15.032,35.546,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,170.0,14.982,35.541,,,,,15.079559,35.54874
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,172.0,14.924,35.531,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,174.0,14.845,35.521,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,176.0,14.758,35.511,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,178.04,14.678,35.498,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,180.04,14.588,35.489,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,182.0,14.444,35.471,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,184.0,14.408,35.462,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,186.04,14.331,35.457,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,188.04,14.227,35.443,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,190.04,14.113,35.431,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,192.04,14.005,35.417,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,194.0,13.893,35.403,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,196.0,13.799,35.392,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,197.96,13.718,35.383,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,199.92,13.641,35.374,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,201.96,13.552,35.363,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,203.96,13.522,35.358,,,,,14.400343,35.45549
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,205.96,13.481,35.355,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,208.0,13.443,35.35,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,210.0,13.399,35.345,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,212.0,13.367,35.34,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,213.92,13.328,35.334,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,215.96,13.247,35.326,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,217.92,13.063,35.312,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,219.96,12.853,35.286,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,222.04,12.689,35.267,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,224.0,12.619,35.257,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,226.0,12.603,35.254,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,228.0,12.556,35.25,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,229.92,12.495,35.244,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,231.96,12.444,35.236,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,234.0,12.421,35.233,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,236.04,12.352,35.225,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,238.04,12.284,35.219,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,240.04,12.21,35.211,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,242.04,12.168,35.207,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,244.04,12.085,35.199,,,,,12.866863,35.23801
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,246.0,12.061,35.193,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,247.96,12.054,35.191,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,250.0,12.041,35.188,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,252.04,11.962,35.182,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,254.0,11.803,35.168,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,255.92,11.673,35.149,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,257.96,11.531,35.136,,,,,11.489788,35.102665
